start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2020-05-11T17:10:08.004684,2020-05-11T17:10:08.013587,0.008903,1,10,1,1,1,1,1,1
2020-05-11T17:10:08.013681,2020-05-11T17:10:08.018308,0.004627,1,1,1,1,1,1,1,1
2020-05-11T17:10:08.018388,2020-05-11T17:10:08.023157,0.004769,1,0,1,1,1,1,1,1
2020-05-11T17:10:08.023237,2020-05-11T17:10:08.028002,0.004765,1,11,1,1,1,1,1,1
2020-05-11T17:10:08.028083,2020-05-11T17:10:08.033250,0.005167,1,4,1,1,1,1,1,1
2020-05-11T17:10:08.033332,2020-05-11T17:10:08.037654,0.004322,1,3,1,1,1,1,1,1
2020-05-11T17:10:08.037735,2020-05-11T17:10:08.042474,0.004739,1,3,1,1,1,1,1,1
2020-05-11T17:10:08.042554,2020-05-11T17:10:08.046331,0.003777,1,2,1,1,1,1,1,1
2020-05-11T17:10:08.046412,2020-05-11T17:10:08.051319,0.004907,1,11,1,1,1,1,1,1
2020-05-11T17:10:08.051402,2020-05-11T17:10:08.056167,0.004765,1,1,1,1,1,1,1,1
2020-05-11T17:10:08.056250,2020-05-11T17:10:08.061020,0.00477,1,10,1,1,1,1,1,1
2020-05-11T17:10:08.061099,2020-05-11T17:10:08.065864,0.004765,1,11,1,1,1,1,1,1
2020-05-11T17:10:08.065944,2020-05-11T17:10:08.070627,0.004683,1,8,1,1,1,1,1,1
2020-05-11T17:10:08.070705,2020-05-11T17:10:08.075478,0.004773,1,1,1,1,1,1,1,1
2020-05-11T17:10:08.075560,2020-05-11T17:10:08.080293,0.004733,1,9,1,1,1,1,1,1
2020-05-11T17:10:08.080373,2020-05-11T17:10:08.085125,0.004752,1,6,1,1,1,1,1,1
2020-05-11T17:10:08.085203,2020-05-11T17:10:08.089980,0.004777,1,0,1,1,1,1,1,1
2020-05-11T17:10:08.090059,2020-05-11T17:10:08.094833,0.004774,1,0,1,1,1,1,1,1
2020-05-11T17:10:08.094912,2020-05-11T17:10:08.099671,0.004759,1,1,1,1,1,1,1,1
2020-05-11T17:10:08.099751,2020-05-11T17:10:08.104494,0.004743,1,3,1,1,1,1,1,1
2020-05-11T17:10:08.105112,2020-05-11T17:10:08.114170,0.009058,2,3 8,1,2,2,2,2,1.5
2020-05-11T17:10:08.114313,2020-05-11T17:10:08.128686,0.014373,2,0 8,1,3,2,2,2,1.6875
